sentence_id,sentence,n_digits
b_1174,small green 444,3
b_1175,small yellow 444,3
b_1176,large red 990,3
b_1177,large blue 990,3
b_1178,large green 990,3
b_1179,large yellow 990,3
b_1180,small red 990,3
b_1181,small blue 990,3
b_1182,small green 990,3
b_1183,small yellow 990,3
b_1184,large red 194,3
b_1185,large blue 194,3
b_1186,large green 194,3
b_1187,large yellow 194,3
b_1188,small red 194,3
b_1189,small blue 194,3
b_1190,small green 194,3
b_1191,small yellow 194,3
b_1192,large red 489,3
b_1193,large blue 489,3
b_1194,large green 489,3
b_1195,large yellow 489,3
b_1196,small red 489,3
b_1197,small blue 489,3
b_1198,small green 489,3
b_1199,small yellow 489,3
b_1200,large red 199,3
b_1201,large blue 199,3
b_1202,large green 199,3
b_1203,large yellow 199,3
b_1204,small red 199,3
b_1205,small blue 199,3
b_1206,small green 199,3
b_1207,small yellow 199,3
b_1208,large red 467,3
b_1209,large blue 467,3
b_1210,large green 467,3
b_1211,large yellow 467,3
b_1212,small red 467,3
b_1213,small blue 467,3
b_1214,small green 467,3
b_1215,small yellow 467,3
b_1216,large red 452,3
b_1217,large blue 452,3
b_1218,large green 452,3
b_1219,large yellow 452,3
b_1220,small red 452,3
b_1221,small blue 452,3
b_1222,small green 452,3
b_1223,small yellow 452,3
b_1224,large red 718,3
b_1225,large blue 718,3
b_1226,large green 718,3
b_1227,large yellow 718,3
b_1228,small red 718,3
b_1229,small blue 718,3
b_1230,small green 718,3
b_1231,small yellow 718,3
b_1232,large red 370,3
b_1233,large blue 370,3
b_1234,large green 370,3
b_1235,large yellow 370,3
b_1236,small red 370,3
b_1237,small blue 370,3
b_1238,small green 370,3
b_1239,small yellow 370,3
b_1240,large red 926,3
b_1241,large blue 926,3
b_1242,large green 926,3
b_1243,large yellow 926,3
b_1244,small red 926,3
b_1245,small blue 926,3
b_1246,small green 926,3
b_1247,small yellow 926,3
b_1248,large red 144,3
b_1249,large blue 144,3
b_1250,large green 144,3
b_1251,large yellow 144,3
b_1252,small red 144,3
b_1253,small blue 144,3
b_1254,small green 144,3
b_1255,small yellow 144,3
b_1256,large red 847,3
b_1257,large blue 847,3
b_1258,large green 847,3
b_1259,large yellow 847,3
b_1260,small red 847,3
b_1261,small blue 847,3
b_1262,small green 847,3
b_1263,small yellow 847,3
b_1264,large red 570,3
b_1265,large blue 570,3
b_1266,large green 570,3
b_1267,large yellow 570,3
b_1268,small red 570,3
b_1269,small blue 570,3
b_1270,small green 570,3
b_1271,small yellow 570,3
b_1272,large red 649,3
b_1273,large blue 649,3
b_1274,large green 649,3
b_1275,large yellow 649,3
b_1276,small red 649,3
b_1277,small blue 649,3
b_1278,small green 649,3
b_1279,small yellow 649,3
b_1280,large red 227,3
b_1281,large blue 227,3
b_1282,large green 227,3
b_1283,large yellow 227,3
b_1284,small red 227,3
b_1285,small blue 227,3
b_1286,small green 227,3
b_1287,small yellow 227,3
b_1288,large red 487,3
b_1289,large blue 487,3
b_1290,large green 487,3
b_1291,large yellow 487,3
b_1292,small red 487,3
b_1293,small blue 487,3
b_1294,small green 487,3
b_1295,small yellow 487,3
b_1296,large red 180,3
b_1297,large blue 180,3
b_1298,large green 180,3
b_1299,large yellow 180,3
b_1300,small red 180,3
b_1301,small blue 180,3
b_1302,small green 180,3
b_1303,small yellow 180,3
b_1304,large red 665,3
b_1305,large blue 665,3
b_1306,large green 665,3
b_1307,large yellow 665,3
b_1308,small red 665,3
b_1309,small blue 665,3
b_1310,small green 665,3
b_1311,small yellow 665,3
b_1312,large red 400,3
b_1313,large blue 400,3
b_1314,large green 400,3
b_1315,large yellow 400,3
b_1316,small red 400,3
b_1317,small blue 400,3
b_1318,small green 400,3
b_1319,small yellow 400,3
b_1320,large red 743,3
b_1321,large blue 743,3
b_1322,large green 743,3
b_1323,large yellow 743,3
b_1324,small red 743,3
b_1325,small blue 743,3
b_1326,small green 743,3
b_1327,small yellow 743,3
b_1328,large red 733,3
b_1329,large blue 733,3
b_1330,large green 733,3
b_1331,large yellow 733,3
b_1332,small red 733,3
b_1333,small blue 733,3
b_1334,small green 733,3
b_1335,small yellow 733,3
b_1336,large red 470,3
b_1337,large blue 470,3
b_1338,large green 470,3
b_1339,large yellow 470,3
b_1340,small red 470,3
b_1341,small blue 470,3
b_1342,small green 470,3
b_1343,small yellow 470,3
b_1344,large red 691,3
b_1345,large blue 691,3
b_1346,large green 691,3
b_1347,large yellow 691,3
b_1348,small red 691,3
b_1349,small blue 691,3
b_1350,small green 691,3
b_1351,small yellow 691,3
b_1352,large red 296,3
b_1353,large blue 296,3
b_1354,large green 296,3
b_1355,large yellow 296,3
b_1356,small red 296,3
b_1357,small blue 296,3
b_1358,small green 296,3
b_1359,small yellow 296,3
b_1360,large red 821,3
b_1361,large blue 821,3
b_1362,large green 821,3
b_1363,large yellow 821,3
b_1364,small red 821,3
b_1365,small blue 821,3
b_1366,small green 821,3
b_1367,small yellow 821,3
b_1368,large red 171,3
b_1369,large blue 171,3
b_1370,large green 171,3
b_1371,large yellow 171,3
b_1372,small red 171,3
b_1373,small blue 171,3
b_1374,small green 171,3
b_1375,small yellow 171,3
b_1376,large red 146,3
b_1377,large blue 146,3
b_1378,large green 146,3
b_1379,large yellow 146,3
b_1380,small red 146,3
b_1381,small blue 146,3
b_1382,small green 146,3
b_1383,small yellow 146,3
b_1384,large red 777,3
b_1385,large blue 777,3
b_1386,large green 777,3
b_1387,large yellow 777,3
b_1388,small red 777,3
b_1389,small blue 777,3
b_1390,small green 777,3
b_1391,small yellow 777,3
b_1392,large red 333,3
b_1393,large blue 333,3
b_1394,large green 333,3
b_1395,large yellow 333,3
b_1396,small red 333,3
b_1397,small blue 333,3
b_1398,small green 333,3
b_1399,small yellow 333,3
b_1400,large red 891,3
b_1401,large blue 891,3
b_1402,large green 891,3
b_1403,large yellow 891,3
b_1404,small red 891,3
b_1405,small blue 891,3
b_1406,small green 891,3
b_1407,small yellow 891,3
b_1408,large red 396,3
b_1409,large blue 396,3
b_1410,large green 396,3
b_1411,large yellow 396,3
b_1412,small red 396,3
b_1413,small blue 396,3
b_1414,small green 396,3
b_1415,small yellow 396,3
b_1416,large red 181,3
b_1417,large blue 181,3
b_1418,large green 181,3
b_1419,large yellow 181,3
b_1420,small red 181,3
b_1421,small blue 181,3
b_1422,small green 181,3
b_1423,small yellow 181,3
b_1424,large red 979,3
b_1425,large blue 979,3
b_1426,large green 979,3
b_1427,large yellow 979,3
b_1428,small red 979,3
b_1429,small blue 979,3
b_1430,small green 979,3
b_1431,small yellow 979,3
b_1432,large red 203,3
b_1433,large blue 203,3
b_1434,large green 203,3
b_1435,large yellow 203,3
b_1436,small red 203,3
b_1437,small blue 203,3
b_1438,small green 203,3
b_1439,small yellow 203,3
b_1440,large red 949,3
b_1441,large blue 949,3
b_1442,large green 949,3
b_1443,large yellow 949,3
b_1444,small red 949,3
b_1445,small blue 949,3
b_1446,small green 949,3
b_1447,small yellow 949,3
b_1448,large red 956,3
b_1449,large blue 956,3
b_1450,large green 956,3
b_1451,large yellow 956,3
b_1452,small red 956,3
b_1453,small blue 956,3
b_1454,small green 956,3
b_1455,small yellow 956,3
b_1456,large red 564,3
b_1457,large blue 564,3
b_1458,large green 564,3
b_1459,large yellow 564,3
b_1460,small red 564,3
b_1461,small blue 564,3
b_1462,small green 564,3
b_1463,small yellow 564,3
b_1464,large red 750,3
b_1465,large blue 750,3
b_1466,large green 750,3
b_1467,large yellow 750,3
b_1468,small red 750,3
b_1469,small blue 750,3
b_1470,small green 750,3
b_1471,small yellow 750,3
b_1472,large red 473,3
b_1473,large blue 473,3
b_1474,large green 473,3
b_1475,large yellow 473,3
b_1476,small red 473,3
b_1477,small blue 473,3
b_1478,small green 473,3
b_1479,small yellow 473,3
b_1480,large red 266,3
b_1481,large blue 266,3
b_1482,large green 266,3
b_1483,large yellow 266,3
b_1484,small red 266,3
b_1485,small blue 266,3
b_1486,small green 266,3
b_1487,small yellow 266,3
b_1488,large red 479,3
b_1489,large blue 479,3
b_1490,large green 479,3
b_1491,large yellow 479,3
b_1492,small red 479,3
b_1493,small blue 479,3
b_1494,small green 479,3
b_1495,small yellow 479,3
b_1496,large red 463,3
b_1497,large blue 463,3
b_1498,large green 463,3
b_1499,large yellow 463,3
b_1500,small red 463,3
b_1501,small blue 463,3
b_1502,small green 463,3
b_1503,small yellow 463,3
b_1504,large red 314,3
b_1505,large blue 314,3
b_1506,large green 314,3
b_1507,large yellow 314,3
b_1508,small red 314,3
b_1509,small blue 314,3
b_1510,small green 314,3
b_1511,small yellow 314,3
b_1512,large red 786,3
b_1513,large blue 786,3
b_1514,large green 786,3
b_1515,large yellow 786,3
b_1516,small red 786,3
b_1517,small blue 786,3
b_1518,small green 786,3
b_1519,small yellow 786,3
b_1520,large red 373,3
b_1521,large blue 373,3
b_1522,large green 373,3
b_1523,large yellow 373,3
b_1524,small red 373,3
b_1525,small blue 373,3
b_1526,small green 373,3
b_1527,small yellow 373,3
b_1528,large red 971,3
b_1529,large blue 971,3
b_1530,large green 971,3
b_1531,large yellow 971,3
b_1532,small red 971,3
b_1533,small blue 971,3
b_1534,small green 971,3
b_1535,small yellow 971,3
b_1536,large red 799,3
b_1537,large blue 799,3
b_1538,large green 799,3
b_1539,large yellow 799,3
b_1540,small red 799,3
b_1541,small blue 799,3
b_1542,small green 799,3
b_1543,small yellow 799,3
b_1544,large red 763,3
b_1545,large blue 763,3
b_1546,large green 763,3
b_1547,large yellow 763,3
b_1548,small red 763,3
b_1549,small blue 763,3
b_1550,small green 763,3
b_1551,small yellow 763,3
b_1552,large red 173,3
b_1553,large blue 173,3
b_1554,large green 173,3
b_1555,large yellow 173,3
b_1556,small red 173,3
b_1557,small blue 173,3
b_1558,small green 173,3
b_1559,small yellow 173,3
b_1560,large red 723,3
b_1561,large blue 723,3
b_1562,large green 723,3
b_1563,large yellow 723,3
b_1564,small red 723,3
b_1565,small blue 723,3
b_1566,small green 723,3
b_1567,small yellow 723,3
b_1568,large red 915,3
b_1569,large blue 915,3
b_1570,large green 915,3
b_1571,large yellow 915,3
b_1572,small red 915,3
b_1573,small blue 915,3
b_1574,small green 915,3
b_1575,small yellow 915,3
b_1576,large red 275,3
b_1577,large blue 275,3
b_1578,large green 275,3
b_1579,large yellow 275,3
b_1580,small red 275,3
b_1581,small blue 275,3
b_1582,small green 275,3
b_1583,small yellow 275,3
b_1584,large red 646,3
b_1585,large blue 646,3
b_1586,large green 646,3
b_1587,large yellow 646,3
b_1588,small red 646,3
b_1589,small blue 646,3
b_1590,small green 646,3
b_1591,small yellow 646,3
b_1592,large red 846,3
b_1593,large blue 846,3
b_1594,large green 846,3
b_1595,large yellow 846,3
b_1596,small red 846,3
b_1597,small blue 846,3
b_1598,small green 846,3
b_1599,small yellow 846,3
b_1600,large red 994,3
b_1601,large blue 994,3
b_1602,large green 994,3
b_1603,large yellow 994,3
b_1604,small red 994,3
b_1605,small blue 994,3
b_1606,small green 994,3
b_1607,small yellow 994,3
b_1608,large red 267,3
b_1609,large blue 267,3
b_1610,large green 267,3
b_1611,large yellow 267,3
b_1612,small red 267,3
b_1613,small blue 267,3
b_1614,small green 267,3
b_1615,small yellow 267,3
b_1616,large red 573,3
b_1617,large blue 573,3
b_1618,large green 573,3
b_1619,large yellow 573,3
b_1620,small red 573,3
b_1621,small blue 573,3
b_1622,small green 573,3
b_1623,small yellow 573,3
b_1624,large red 488,3
b_1625,large blue 488,3
b_1626,large green 488,3
b_1627,large yellow 488,3
b_1628,small red 488,3
b_1629,small blue 488,3
b_1630,small green 488,3
b_1631,small yellow 488,3
b_1632,large red 376,3
b_1633,large blue 376,3
b_1634,large green 376,3
b_1635,large yellow 376,3
b_1636,small red 376,3
b_1637,small blue 376,3
b_1638,small green 376,3
b_1639,small yellow 376,3
b_1640,large red 755,3
b_1641,large blue 755,3
b_1642,large green 755,3
b_1643,large yellow 755,3
b_1644,small red 755,3
b_1645,small blue 755,3
b_1646,small green 755,3
b_1647,small yellow 755,3
b_1648,large red 804,3
b_1649,large blue 804,3
b_1650,large green 804,3
b_1651,large yellow 804,3
b_1652,small red 804,3
b_1653,small blue 804,3
b_1654,small green 804,3
b_1655,small yellow 804,3
b_1656,large red 670,3
b_1657,large blue 670,3
b_1658,large green 670,3
b_1659,large yellow 670,3
b_1660,small red 670,3
b_1661,small blue 670,3
b_1662,small green 670,3
b_1663,small yellow 670,3
b_1664,large red 324,3
b_1665,large blue 324,3
b_1666,large green 324,3
b_1667,large yellow 324,3
b_1668,small red 324,3
b_1669,small blue 324,3
b_1670,small green 324,3
b_1671,small yellow 324,3
b_1672,large red 801,3
b_1673,large blue 801,3
b_1674,large green 801,3
b_1675,large yellow 801,3
b_1676,small red 801,3
b_1677,small blue 801,3
b_1678,small green 801,3
b_1679,small yellow 801,3
b_1680,large red 432,3
b_1681,large blue 432,3
b_1682,large green 432,3
b_1683,large yellow 432,3
b_1684,small red 432,3
b_1685,small blue 432,3
b_1686,small green 432,3
b_1687,small yellow 432,3
b_1688,large red 886,3
b_1689,large blue 886,3
b_1690,large green 886,3
b_1691,large yellow 886,3
b_1692,small red 886,3
b_1693,small blue 886,3
b_1694,small green 886,3
b_1695,small yellow 886,3
b_1696,large red 157,3
b_1697,large blue 157,3
b_1698,large green 157,3
b_1699,large yellow 157,3
b_1700,small red 157,3
b_1701,small blue 157,3
b_1702,small green 157,3
b_1703,small yellow 157,3
b_1704,large red 334,3
b_1705,large blue 334,3
b_1706,large green 334,3
b_1707,large yellow 334,3
b_1708,small red 334,3
b_1709,small blue 334,3
b_1710,small green 334,3
b_1711,small yellow 334,3
b_1712,large red 983,3
b_1713,large blue 983,3
b_1714,large green 983,3
b_1715,large yellow 983,3
b_1716,small red 983,3
b_1717,small blue 983,3
b_1718,small green 983,3
b_1719,small yellow 983,3
b_1720,large red 423,3
b_1721,large blue 423,3
b_1722,large green 423,3
b_1723,large yellow 423,3
b_1724,small red 423,3
b_1725,small blue 423,3
b_1726,small green 423,3
b_1727,small yellow 423,3
b_1728,large red 510,3
b_1729,large blue 510,3
b_1730,large green 510,3
b_1731,large yellow 510,3
b_1732,small red 510,3
b_1733,small blue 510,3
b_1734,small green 510,3
b_1735,small yellow 510,3
b_1736,large red 374,3
b_1737,large blue 374,3
b_1738,large green 374,3
b_1739,large yellow 374,3
b_1740,small red 374,3
b_1741,small blue 374,3
b_1742,small green 374,3
b_1743,small yellow 374,3
b_1744,large red 167,3
b_1745,large blue 167,3
b_1746,large green 167,3
b_1747,large yellow 167,3
b_1748,small red 167,3
b_1749,small blue 167,3
b_1750,small green 167,3
b_1751,small yellow 167,3
b_1752,large red 316,3
b_1753,large blue 316,3
b_1754,large green 316,3
b_1755,large yellow 316,3
b_1756,small red 316,3
b_1757,small blue 316,3
b_1758,small green 316,3
b_1759,small yellow 316,3
b_1760,large red 680,3
b_1761,large blue 680,3
b_1762,large green 680,3
b_1763,large yellow 680,3
b_1764,small red 680,3
b_1765,small blue 680,3
b_1766,small green 680,3
b_1767,small yellow 680,3
b_1768,large red 835,3
b_1769,large blue 835,3
b_1770,large green 835,3
b_1771,large yellow 835,3
b_1772,small red 835,3
b_1773,small blue 835,3
b_1774,small green 835,3
b_1775,small yellow 835,3
b_1776,large red 422,3
b_1777,large blue 422,3
b_1778,large green 422,3
b_1779,large yellow 422,3
b_1780,small red 422,3
b_1781,small blue 422,3
b_1782,small green 422,3
b_1783,small yellow 422,3
b_1784,large red 317,3
b_1785,large blue 317,3
b_1786,large green 317,3
b_1787,large yellow 317,3
b_1788,small red 317,3
b_1789,small blue 317,3
b_1790,small green 317,3
b_1791,small yellow 317,3
b_1792,large red 771,3
b_1793,large blue 771,3
b_1794,large green 771,3
b_1795,large yellow 771,3
b_1796,small red 771,3
b_1797,small blue 771,3
b_1798,small green 771,3
b_1799,small yellow 771,3
b_1800,large red 611,3
b_1801,large blue 611,3
b_1802,large green 611,3
b_1803,large yellow 611,3
b_1804,small red 611,3
b_1805,small blue 611,3
b_1806,small green 611,3
b_1807,small yellow 611,3
b_1808,large red 505,3
b_1809,large blue 505,3
b_1810,large green 505,3
b_1811,large yellow 505,3
b_1812,small red 505,3
b_1813,small blue 505,3
b_1814,small green 505,3
b_1815,small yellow 505,3
b_1816,large red 758,3
b_1817,large blue 758,3
b_1818,large green 758,3
b_1819,large yellow 758,3
b_1820,small red 758,3
b_1821,small blue 758,3
b_1822,small green 758,3
b_1823,small yellow 758,3
b_1824,large red 569,3
b_1825,large blue 569,3
b_1826,large green 569,3
b_1827,large yellow 569,3
b_1828,small red 569,3
b_1829,small blue 569,3
b_1830,small green 569,3
b_1831,small yellow 569,3
b_1832,large red 246,3
b_1833,large blue 246,3
b_1834,large green 246,3
b_1835,large yellow 246,3
b_1836,small red 246,3
b_1837,small blue 246,3
b_1838,small green 246,3
b_1839,small yellow 246,3
b_1840,large red 371,3
